calculated steering, timestamp, original steering
-0.261799,1584543229.110313,-0.290888
-0.203622,1584543229.211828,-0.290888
-0.290888,1584543229.310142,-0.290888
-0.290888,1584543229.410367,-0.290888
-0.145444,1584543229.513031,-0.290888
-0.116355,1584543229.614049,-0.290888
-0.290888,1584543229.712498,-0.290888
-0.174533,1584543229.809973,-0.290888
-0.174533,1584543229.910212,-0.290888
-0.290888,1584543230.010202,-0.290888
-0.232710,1584543230.110286,-0.290888
-0.145444,1584543230.211871,-0
-0.058178,1584543230.310003,-0
-0.058178,1584543230.413384,-0
-0.058178,1584543230.509983,-0
0.145444,1584543230.611153,-0
-0.145444,1584543230.711896,-0
-0.145444,1584543230.809784,-0
-0.087266,1584543230.909976,-0
-0.087266,1584543231.009815,-0.170936
-0.087266,1584543231.109645,-0.176937
-0.058178,1584543231.211873,-0
-0.087266,1584543231.309709,-0
-0.145444,1584543231.409659,-0
-0.145444,1584543231.509845,-0.0269875
-0.145444,1584543231.610248,-0.0329798
-0.145444,1584543231.711684,-0.0329798
-0.145444,1584543231.809698,-0.0329798
-0.145444,1584543231.912139,-0.0449821
-0.145444,1584543232.009600,-0.0599762
-0.145444,1584543232.109745,-0.0629768
-0.116355,1584543232.212094,-0.119952
-0.174533,1584543232.309636,-0
-0.174533,1584543232.410325,-0
-0.261799,1584543232.509829,-0
-0.232710,1584543232.610380,-0
-0.232710,1584543232.715029,-0
-0.232710,1584543232.813132,-0
-0.232710,1584543232.909471,-0
-0.232710,1584543233.009617,-0
-0.145444,1584543233.109481,-0
-0.087266,1584543233.211544,-0
-0.087266,1584543233.309404,-0
-0.087266,1584543233.309404,-0
